"","Country","League","Season","Datetime","Home","Away","HG","AG","Res","HAGG","AAGG","AACG","HACG","HTP","ATP","TG","PH","PD","PA"
"2490","USA","MLS",2018,2018-10-21,"DC United","New York City",3,1,"H","1.78125","1.71875","1.28125","1.53125","12","6","4","2.29","3.78","3.03"
"2491","USA","MLS",2018,2018-10-21,"Montreal Impact","Toronto FC",2,0,"H","1.40625","1.71875","1.90625","1.625","14","19","2","1.81","3.98","4.33"
"2492","USA","MLS",2018,2018-10-21,"Orlando City","Columbus Crew",2,1,"H","1.28125","1.21875","1.28125","2.25","22","11","3","4.57","4.62","1.66"
"2493","USA","MLS",2018,2018-10-21,"Philadelphia Union","New York Red Bulls",0,1,"A","1.5","1.875","1.03125","1.4375","9","2","1","2.33","3.83","2.93"
"2494","USA","MLS",2018,2018-10-21,"FC Dallas","Sporting Kansas City",0,3,"A","1.59375","1.875","1.21875","1.21875","3","4","3","2.35","3.54","3.1"
"2495","USA","MLS",2018,2018-10-21,"Houston Dynamo","Seattle Sounders",2,3,"A","1.65625","1.46875","1.0625","1.65625","18","7","5","2.6","3.76","2.63"
"2496","USA","MLS",2018,2018-10-21,"Los Angeles FC","Vancouver Whitecaps",2,2,"D","2.03125","1.5625","2","1.5","5","15","4","1.31","6.21","8.44"
"2497","USA","MLS",2018,2018-10-21,"Minnesota United","Los Angeles Galaxy",1,3,"A","1.4375","1.90625","1.875","2.03125","17","13","4","3.14","4.19","2.11"
"2498","USA","MLS",2018,2018-10-21,"Portland Timbers","Real Salt Lake",3,0,"H","1.5625","1.66666666666667","1.66666666666667","1.4375","8","10","3","1.76","4.26","4.28"
"2499","USA","MLS",2018,2018-10-21,"San Jose Earthquakes","Colorado Rapids",0,0,"D","1.5","1.0625","1.9375","2.15625","23","21","0","1.91","3.96","3.88"
"2500","USA","MLS",2018,2018-10-28,"Chicago Fire","DC United",0,0,"D","1.45454545454545","1.81818181818182","1.51515151515152","1.84848484848485","20","9","0","2.94","3.83","2.32"
"2501","USA","MLS",2018,2018-10-28,"Colorado Rapids","FC Dallas",2,1,"H","1.03030303030303","1.54545454545455","1.27272727272727","1.87878787878788","21","5","3","4.75","4.31","1.68"
"2502","USA","MLS",2018,2018-10-28,"Columbus Crew","Minnesota United",3,2,"H","1.21212121212121","1.42424242424242","2.06060606060606","1.3030303030303","13","17","5","1.24","6.4","12.51"
"2503","USA","MLS",2018,2018-10-28,"Los Angeles Galaxy","Houston Dynamo",2,3,"A","1.93939393939394","1.66666666666667","1.6969696969697","1.84848484848485","12","18","5","1.29","5.73","10.38"
"2504","USA","MLS",2018,2018-10-28,"New England Revolution","Montreal Impact",1,0,"H","1.45454545454545","1.42424242424242","1.57575757575758","1.66666666666667","16","14","1","2.58","4.11","2.5"
"2505","USA","MLS",2018,2018-10-28,"New York City","Philadelphia Union",3,1,"H","1.6969696969697","1.45454545454545","1.42424242424242","1.33333333333333","8","10","4","1.85","4.16","3.94"
"2506","USA","MLS",2018,2018-10-28,"New York Red Bulls","Orlando City",1,0,"H","1.84848484848485","1.3030303030303","2.21212121212121","1","2","22","1","1.19","7.16","14.76"
"2507","USA","MLS",2018,2018-10-28,"Seattle Sounders","San Jose Earthquakes",2,1,"H","1.51515151515152","1.45454545454545","2.09090909090909","1.09090909090909","6","23","3","1.19","7.11","16.36"
"2508","USA","MLS",2018,2018-10-28,"Sporting Kansas City","Los Angeles FC",2,1,"H","1.90909090909091","2.03030303030303","1.51515151515152","1.18181818181818","3","4","3","1.92","3.99","3.82"
"2509","USA","MLS",2018,2018-10-28,"Toronto FC","Atlanta United",4,1,"H","1.66666666666667","2.09090909090909","1.21212121212121","1.90909090909091","19","1","5","3.51","4.28","1.94"
"2510","USA","MLS",2018,2018-10-28,"Vancouver Whitecaps","Portland Timbers",2,1,"H","1.57575757575758","1.60606060606061","1.39393939393939","2","15","7","3","1.89","4.23","3.7"
"2511","USA","MLS",2018,2018-10-31,"New York City","Philadelphia Union",3,1,"H","1.73529411764706","1.44117647058824","1.47058823529412","1.32352941176471","7","11","4","1.71","4.11","4.79"
"2512","USA","MLS",2018,2018-11-01,"FC Dallas","Portland Timbers",1,2,"A","1.52941176470588","1.58823529411765","1.41176470588235","1.29411764705882","7","8","3","1.91","3.59","4.33"
"2513","USA","MLS",2018,2018-11-02,"DC United","Columbus Crew",1,1,"D","1.76470588235294","1.26470588235294","1.32352941176471","1.47058823529412","9","10","2","2.48","3.52","2.91"
"2514","USA","MLS",2018,2018-11-02,"Los Angeles FC","Real Salt Lake",2,3,"A","2","1.61764705882353","1.70588235294118","1.52941176470588","6","12","5","1.4","5.4","7.06"
"2515","USA","MLS",2018,2018-11-04,"Columbus Crew","New York Red Bulls",1,0,"H","1.25714285714286","1.82352941176471","0.970588235294118","1.31428571428571","11","1","1","2.13","3.54","3.57"
"2516","USA","MLS",2018,2018-11-04,"Portland Timbers","Seattle Sounders",2,1,"H","1.6","1.52941176470588","1.08823529411765","1.4","7","5","3","2.49","3.3","3.07"
"2517","USA","MLS",2018,2018-11-05,"New York City","Atlanta United",0,1,"A","1.77142857142857","2.05882352941176","1.29411764705882","1.31428571428571","5","2","1","2.33","3.71","3.01"
"2518","USA","MLS",2018,2018-11-05,"Real Salt Lake","Sporting Kansas City",1,1,"D","1.65714285714286","1.91176470588235","1.17647058823529","1.71428571428571","11","3","2","3.1","3.59","2.32"
"2519","USA","MLS",2018,2018-11-09,"Seattle Sounders","Portland Timbers",2,1,"H","1.51428571428571","1.61111111111111","1.38888888888889","1.11428571428571","6","4","3","1.71","4.11","4.8"
"2520","USA","MLS",2018,2018-11-11,"Sporting Kansas City","Real Salt Lake",4,2,"H","1.88571428571429","1.63888888888889","1.69444444444444","1.17142857142857","3","10","6","1.39","5.21","7.76"
"2521","USA","MLS",2018,2018-11-11,"Atlanta United","New York City",3,1,"H","2.02857142857143","1.72222222222222","1.30555555555556","1.25714285714286","1","6","4","1.63","4.44","5.07"
"2522","USA","MLS",2018,2018-11-12,"New York Red Bulls","Columbus Crew",3,0,"H","1.77142857142857","1.25","1.27777777777778","0.971428571428571","2","9","3","1.82","3.71","4.66"
"2523","USA","MLS",2018,2018-11-25,"Atlanta United","New York Red Bulls",3,0,"H","2.05555555555556","1.80555555555556","0.944444444444444","1.25","1","2","3","1.68","4.24","4.85"
"2524","USA","MLS",2018,2018-11-26,"Portland Timbers","Sporting Kansas City",0,0,"D","1.59459459459459","1.94444444444444","1.19444444444444","1.40540540540541","5","3","0","2.43","3.42","3.06"
"2525","USA","MLS",2018,2018-11-30,"New York Red Bulls","Atlanta United",1,0,"H","1.75675675675676","2.08108108108108","1.21621621621622","1","2","1","1","1.88","4.05","3.9"
"2526","USA","MLS",2018,2018-11-30,"Sporting Kansas City","Portland Timbers",2,3,"A","1.89189189189189","1.55263157894737","1.36842105263158","1.16216216216216","3","5","5","1.52","4.49","6.26"
"2527","USA","MLS",2018,2018-12-09,"Atlanta United","Portland Timbers",2,0,"H","2.02631578947368","1.58974358974359","1.38461538461538","1.21052631578947","1","4","2","1.41","5.11","7.36"
"2528","USA","MLS",2019,2019-03-02,"Philadelphia Union","Toronto FC",1,3,"A","0","0","1.75","4.23","4.42","USA","USA","USA","USA","USA"
"2529","USA","MLS",2019,2019-03-02,"Orlando City","New York City",2,2,"D","0","0","3.04","3.63","2.34","USA","USA","USA","USA","USA"
"2530","USA","MLS",2019,2019-03-02,"Columbus Crew","New York Red Bulls",1,1,"D","0","0","1.54","4.72","5.6","USA","USA","USA","USA","USA"
"2531","USA","MLS",2019,2019-03-02,"FC Dallas","New England Revolution",1,1,"D","0","0","1.76","4.06","4.54","USA","USA","USA","USA","USA"
"2532","USA","MLS",2019,2019-03-02,"Colorado Rapids","Portland Timbers",3,3,"D","0","0","2.69","3.39","2.75","USA","USA","USA","USA","USA"
"2533","USA","MLS",2019,2019-03-02,"Houston Dynamo","Real Salt Lake",1,1,"D","0","0","1.81","4.28","4.04","USA","USA","USA","USA","USA"
"2534","USA","MLS",2019,2019-03-02,"Vancouver Whitecaps","Minnesota United",2,3,"A","0","0","2.2","3.56","3.37","USA","USA","USA","USA","USA"
"2535","USA","MLS",2019,2019-03-03,"Los Angeles Galaxy","Chicago Fire",2,1,"H","0","0","0","0","0","0","3","1.84","3.81","4.4"
"2536","USA","MLS",2019,2019-03-03,"San Jose Earthquakes","Montreal Impact",1,2,"A","0","0","0","0","0","0","3","2.43","3.62","2.92"
"2537","USA","MLS",2019,2019-03-03,"Seattle Sounders","FC Cincinnati",4,1,"H","0","0","0","0","0","0","5","1.59","4.19","5.83"
"2538","USA","MLS",2019,2019-03-03,"DC United","Atlanta United",2,0,"H","0","0","0","0","0","0","2","2.48","3.57","2.88"
"2539","USA","MLS",2019,2019-03-04,"Los Angeles FC","Sporting Kansas City",2,1,"H","0","0","0","0","0","0","3","2.17","3.68","3.34"
"2540","USA","MLS",2019,2019-03-09,"Chicago Fire","Orlando City",1,1,"D","0","0","0","0","0","0","2","1.78","4.1","4.36"
"2541","USA","MLS",2019,2019-03-09,"New England Revolution","Columbus Crew",0,2,"A","0","0","0","0","0","0","2","2.44","3.56","2.94"
"2542","USA","MLS",2019,2019-03-09,"FC Dallas","Los Angeles Galaxy",2,0,"H","0","0","0","0","0","0","2","1.61","4.44","5.19"
"2543","USA","MLS",2019,2019-03-09,"Houston Dynamo","Montreal Impact",2,1,"H","0","0","0","0","0","0","3","2.31","3.6","3.13"
"2544","USA","MLS",2019,2019-03-09,"Real Salt Lake","Vancouver Whitecaps",1,0,"H","0","0","0","0","0","0","1","1.61","4.56","5.08"
"2545","USA","MLS",2019,2019-03-10,"San Jose Earthquakes","Minnesota United",0,3,"A","0","0","0","0","0","0","3","2.45","3.62","2.89"
"2546","USA","MLS",2019,2019-03-10,"Seattle Sounders","Colorado Rapids",2,0,"H","0","0","0","0","0","0","2","1.43","4.74","7.53"
"2547","USA","MLS",2019,2019-03-10,"New York City","DC United",0,0,"D","0","0","0","0","0","0","0","1.93","3.74","4.06"
"2548","USA","MLS",2019,2019-03-10,"Sporting Kansas City","Philadelphia Union",2,0,"H","0","0","0","0","0","0","2","1.76","4.16","4.44"
"2549","USA","MLS",2019,2019-03-10,"Atlanta United","FC Cincinnati",1,1,"D","0","0","0","0","0","0","2","1.28","6.3","9.52"
"2550","USA","MLS",2019,2019-03-10,"Los Angeles FC","Portland Timbers",4,1,"H","0","0","0","0","0","0","5","1.65","4.34","5.04"
"2551","USA","MLS",2019,2019-03-16,"Chicago Fire","Seattle Sounders",2,4,"A","1","3","0.5","1.5","16","1","6","2.47","3.49","2.94"
"2552","USA","MLS",2019,2019-03-16,"Columbus Crew","FC Dallas",1,0,"H","1.5","1.5","0.5","0.5","6","5","1","1.7","3.99","5.03"
"2553","USA","MLS",2019,2019-03-16,"Houston Dynamo","Vancouver Whitecaps",3,2,"H","1.5","1","2","1","8","23","5","1.69","4.14","4.91"
"2554","USA","MLS",2019,2019-03-16,"New York Red Bulls","San Jose Earthquakes",4,1,"H","1","0.5","2.5","1","15","24","5","1.34","5.46","8.91"
"2555","USA","MLS",2019,2019-03-16,"Orlando City","Montreal Impact",1,3,"A","1.5","1.5","1.5","1.5","14","11","4","2.18","3.89","3.16"
"2556","USA","MLS",2019,2019-03-17,"DC United","Real Salt Lake",5,0,"H","1","1","0.5","0","8","9","5","1.65","4.21","5.15"
"2557","USA","MLS",2019,2019-03-17,"Los Angeles Galaxy","Minnesota United",3,2,"H","1","3","1","1.5","13","4","5","2.62","3.56","2.71"
"2558","USA","MLS",2019,2019-03-17,"New York City","Los Angeles FC",2,2,"D","1","3","1","1","14","5","4","2.1","3.8","3.4"
"2559","USA","MLS",2019,2019-03-17,"FC Cincinnati","Portland Timbers",3,0,"H","1","2","3.5","2.5","20","19","3","2.21","3.85","3.14"
"2560","USA","MLS",2019,2019-03-17,"Atlanta United","Philadelphia Union",1,1,"D","0.5","0.5","2.5","1.5","16","24","2","1.53","4.77","5.72"
"2561","USA","MLS",2019,2019-03-17,"Toronto FC","New England Revolution",3,2,"H","3","0.5","1.5","1","11","17","5","1.69","4.16","4.85"
"2562","USA","MLS",2019,2019-03-18,"Colorado Rapids","Sporting Kansas City",1,1,"D","1.5","1.5","1","2.5","18","14","2","3.17","3.66","2.26"
"2563","USA","MLS",2019,2019-03-23,"FC Dallas","Colorado Rapids",2,1,"H","1","1.33333333333333","2","0.666666666666667","12","17","3","1.62","4.12","5.62"
"2564","USA","MLS",2019,2019-03-23,"New York Red Bulls","Orlando City",0,1,"A","2.5","1.33333333333333","2","1","10","18","1","1.46","4.67","7.15"
"2565","USA","MLS",2019,2019-03-23,"Philadelphia Union","Columbus Crew",3,0,"H","0.666666666666667","1.33333333333333","0.333333333333333","2","21","4","3","2.28","3.64","3.13"
"2566","USA","MLS",2019,2019-03-24,"Los Angeles FC","Real Salt Lake",2,1,"H","2.66666666666667","0.666666666666667","2","1.33333333333333","3","16","3","1.3","6.61","8.31"
"2567","USA","MLS",2019,2019-03-24,"New England Revolution","FC Cincinnati",0,2,"A","1","1.66666666666667","1.66666666666667","2","20","14","2","1.62","4.42","5.13"
"2568","USA","MLS",2019,2019-03-30,"Toronto FC","New York City",4,0,"H","3","1.33333333333333","1.33333333333333","1.5","9","17","4","1.93","3.94","3.83"
"2569","USA","MLS",2019,2019-03-30,"Chicago Fire","New York Red Bulls",1,0,"H","1.33333333333333","1.66666666666667","1","2.33333333333333","20","13","1","2.9","3.55","2.47"
"2570","USA","MLS",2019,2019-03-30,"New England Revolution","Minnesota United",2,1,"H","0.75","2.66666666666667","1.66666666666667","2","21","8","3","2.13","3.72","3.4"
"2571","USA","MLS",2019,2019-03-30,"Sporting Kansas City","Montreal Impact",7,1,"H","1.33333333333333","2","1.33333333333333","1","14","10","8","1.58","4.37","5.6"
"2572","USA","MLS",2019,2019-03-30,"San Jose Earthquakes","Los Angeles FC",0,5,"A","0.666666666666667","2.5","1.25","3","25","1","5","3.61","3.95","1.99"
"2573","USA","MLS",2019,2019-03-30,"FC Cincinnati","Philadelphia Union",0,2,"A","1.75","1.25","1.5","1.25","4","15","2","2.4","3.54","3.02"
"2574","USA","MLS",2019,2019-03-30,"Columbus Crew","Atlanta United",2,0,"H","1","0.666666666666667","1.33333333333333","1","7","18","2","2.14","3.46","3.63"
"2575","USA","MLS",2019,2019-03-31,"Colorado Rapids","Houston Dynamo",1,4,"A","1.25","2","1.33333333333333","2","20","7","5","2.65","3.42","2.77"
"2576","USA","MLS",2019,2019-03-31,"Real Salt Lake","FC Dallas",2,4,"A","0.75","1.25","0.75","2","18","8","6","2.27","3.37","3.4"
"2577","USA","MLS",2019,2019-03-31,"Vancouver Whitecaps","Seattle Sounders",0,0,"D","1.33333333333333","3.33333333333333","1","2.33333333333333","24","4","0","3.48","3.53","2.17"
"2578","USA","MLS",2019,2019-03-31,"Orlando City","DC United",1,2,"A","1.25","2.33333333333333","0","1.5","14","6","3","2.42","3.79","2.82"
"2579","USA","MLS",2019,2019-04-01,"Los Angeles Galaxy","Portland Timbers",2,1,"H","1.66666666666667","1.33333333333333","3.33333333333333","1.66666666666667","12","23","3","1.72","4.45","4.32"
"2580","USA","MLS",2019,2019-04-06,"Vancouver Whitecaps","Los Angeles Galaxy",0,2,"A","1","1.75","1.5","1.75","22","8","2","2.75","3.85","2.45"
"2581","USA","MLS",2019,2019-04-06,"New York City","Montreal Impact",0,0,"D","1","1.75","2.75","2","19","13","0","2.09","3.38","3.88"
"2582","USA","MLS",2019,2019-04-06,"DC United","Los Angeles FC",0,4,"A","2.25","3","1","0.25","2","1","4","2.38","3.73","2.92"
"2583","USA","MLS",2019,2019-04-06,"Toronto FC","Chicago Fire",2,2,"D","3.33333333333333","1.25","1.75","1","7","16","4","1.61","4.31","5.46"
"2584","USA","MLS",2019,2019-04-07,"New York Red Bulls","Minnesota United",1,2,"A","1.25","2.25","1.75","1","16","13","3","1.53","4.48","6.11"
"2585","USA","MLS",2019,2019-04-07,"Columbus Crew","New England Revolution",1,0,"H","1.2","1","1.8","0.8","8","18","1","1.68","3.9","5.36"
"2586","USA","MLS",2019,2019-04-07,"Orlando City","Colorado Rapids",4,3,"H","1.2","1.2","2.4","1.6","15","21","7","1.51","5.04","5.63"
"2587","USA","MLS",2019,2019-04-07,"Philadelphia Union","FC Dallas",2,1,"H","1.4","1.8","1","1.2","10","7","3","1.65","4.29","5.06"
"2588","USA","MLS",2019,2019-04-07,"San Jose Earthquakes","Portland Timbers",3,0,"H","0.5","1.25","3","3.5","25","23","3","3.32","3.78","2.15"
"2589","USA","MLS",2019,2019-04-07,"Seattle Sounders","Real Salt Lake",1,0,"H","2.5","1","2.4","0.75","4","19","1","1.42","4.77","7.92"
"2590","USA","MLS",2019,2019-04-07,"FC Cincinnati","Sporting Kansas City",1,1,"D","1.4","2.75","1","1.4","11","9","2","2.18","3.73","3.28"
"2591","USA","MLS",2019,2019-04-10,"DC United","Montreal Impact",0,0,"D","1.8","1.4","2.2","1","7","14","0","1.75","4","4.66"
"2592","USA","MLS",2019,2019-04-13,"Chicago Fire","Vancouver Whitecaps",1,1,"D","1.4","0.8","1.8","1.8","15","23","2","1.52","4.56","6.17"
"2593","USA","MLS",2019,2019-04-13,"Montreal Impact","Columbus Crew",1,0,"H","1.16666666666667","1.16666666666667","0.666666666666667","1.83333333333333","14","3","1","2.32","3.41","3.25"
"2594","USA","MLS",2019,2019-04-13,"Houston Dynamo","San Jose Earthquakes",2,1,"H","2.5","1","2.8","1.25","7","20","3","1.49","4.67","6.45"
"2595","USA","MLS",2019,2019-04-13,"Seattle Sounders","Toronto FC",3,2,"H","2.2","3","1.25","0.6","2","6","5","1.76","3.92","4.74"
"2596","USA","MLS",2019,2019-04-13,"Minnesota United","New York City",3,3,"D","2.2","0.8","1.6","1.6","10","17","6","1.88","3.8","4.15"
"2597","USA","MLS",2019,2019-04-14,"New England Revolution","Atlanta United",0,2,"A","0.833333333333333","0.5","1.5","1.66666666666667","18","21","2","2.55","3.53","2.81"
"2598","USA","MLS",2019,2019-04-14,"FC Dallas","Portland Timbers",2,1,"H","1.66666666666667","1","3","1.16666666666667","10","24","3","1.73","4.03","4.76"
"2599","USA","MLS",2019,2019-04-14,"Colorado Rapids","DC United",2,3,"A","1.5","1.5","0.833333333333333","2.66666666666667","23","6","5","2.28","3.58","3.19"
"2600","USA","MLS",2019,2019-04-14,"Real Salt Lake","Orlando City",2,1,"H","0.833333333333333","1.66666666666667","1.83333333333333","2.16666666666667","19","14","3","1.92","3.94","3.86"
"2601","USA","MLS",2019,2019-04-14,"Los Angeles FC","FC Cincinnati",2,0,"H","3.16666666666667","1.33333333333333","1.33333333333333","0.833333333333333","1","13","2","1.31","5.76","9.47"
"2602","USA","MLS",2019,2019-04-14,"Los Angeles Galaxy","Philadelphia Union",2,0,"H","1.8","1.5","1.16666666666667","1.2","5","11","2","2.07","3.71","3.58"
"2603","USA","MLS",2019,2019-04-15,"Sporting Kansas City","New York Red Bulls",2,2,"D","2.4","1.2","1.2","1","12","19","4","1.63","4.42","5.05"
"2604","USA","MLS",2019,2019-04-18,"Vancouver Whitecaps","Los Angeles FC",1,0,"H","0.833333333333333","3","0.714285714285714","1.66666666666667","22","1","1","3.63","3.74","2.04"
"2605","USA","MLS",2019,2019-04-20,"FC Cincinnati","Real Salt Lake",0,3,"A","1.14285714285714","1","2","1.42857142857143","13","15","3","1.76","4.14","4.44"
"2606","USA","MLS",2019,2019-04-20,"Toronto FC","Minnesota United",4,3,"H","2.8","2.33333333333333","1.83333333333333","1.6","9","10","7","1.56","4.71","5.37"
"2607","USA","MLS",2019,2019-04-20,"Los Angeles Galaxy","Houston Dynamo",2,1,"H","1.83333333333333","2.4","1.2","1","3","5","3","1.85","3.78","4.33"
"2608","USA","MLS",2019,2019-04-20,"Chicago Fire","Colorado Rapids",4,1,"H","1.33333333333333","1.57142857142857","2.71428571428571","1.66666666666667","16","23","5","1.64","4.11","5.42"
"2609","USA","MLS",2019,2019-04-20,"Philadelphia Union","Montreal Impact",3,0,"H","1.28571428571429","1.14285714285714","1.57142857142857","1.28571428571429","11","8","3","1.77","3.78","4.85"
"2610","USA","MLS",2019,2019-04-20,"Orlando City","Vancouver Whitecaps",1,0,"H","1.57142857142857","0.857142857142857","1.42857142857143","1.85714285714286","14","20","1","1.63","4.04","5.62"
"2611","USA","MLS",2019,2019-04-20,"Atlanta United","FC Dallas",1,2,"A","0.8","1.71428571428571","1.14285714285714","1.2","18","6","3","1.53","4.46","6.16"
"2612","USA","MLS",2019,2019-04-21,"Columbus Crew","Portland Timbers",1,3,"A","1","1","2.83333333333333","0.714285714285714","9","24","4","1.6","4.21","5.67"
"2613","USA","MLS",2019,2019-04-21,"New England Revolution","New York Red Bulls",1,0,"H","0.714285714285714","1.33333333333333","1.33333333333333","1.71428571428571","21","17","1","2.3","3.68","3.08"
"2614","USA","MLS",2019,2019-04-21,"San Jose Earthquakes","Sporting Kansas City",4,1,"H","1","2.33333333333333","1.16666666666667","2.66666666666667","22","14","5","3.84","4.34","1.84"
"2615","USA","MLS",2019,2019-04-21,"DC United","New York City",0,2,"A","1.71428571428571","1.16666666666667","1.83333333333333","1","5","19","2","2.25","3.63","3.21"
"2616","USA","MLS",2019,2019-04-22,"Los Angeles FC","Seattle Sounders",4,1,"H","2.625","2.33333333333333","0.833333333333333","0.75","1","3","5","1.69","4.26","4.72"
"2617","USA","MLS",2019,2019-04-25,"New York City","Chicago Fire",1,0,"H","1.28571428571429","1.71428571428571","1.57142857142857","1.57142857142857","16","15","1","1.68","4.17","5"
"2618","USA","MLS",2019,2019-04-25,"Columbus Crew","DC United",0,1,"A","1","1.5","1.125","1","9","5","1","1.65","4.12","5.3"
"2619","USA","MLS",2019,2019-04-25,"New England Revolution","Montreal Impact",0,3,"A","0.75","1","1.75","1.5","18","11","3","1.85","3.81","4.36"
"2620","USA","MLS",2019,2019-04-25,"Minnesota United","Los Angeles Galaxy",0,0,"D","2.42857142857143","1.85714285714286","1","2.14285714285714","12","2","0","2.08","3.95","3.34"
"2621","USA","MLS",2019,2019-04-25,"Seattle Sounders","San Jose Earthquakes",2,2,"D","2.14285714285714","1.42857142857143","2.42857142857143","1.28571428571429","3","19","4","1.39","4.87","8.47"
"2622","USA","MLS",2019,2019-04-27,"New York City","Orlando City",1,1,"D","1.25","1.5","1.625","1.375","12","13","2","1.71","3.95","5.01"
"2623","USA","MLS",2019,2019-04-27,"Toronto FC","Portland Timbers",1,2,"A","3","1.28571428571429","2.57142857142857","1.83333333333333","7","23","3","1.69","4.1","4.97"
"2624","USA","MLS",2019,2019-04-27,"FC Dallas","San Jose Earthquakes",0,0,"D","1.75","1.5","2.375","1.125","5","18","0","1.57","4.32","5.87"
"2625","USA","MLS",2019,2019-04-27,"Vancouver Whitecaps","Philadelphia Union",1,1,"D","0.75","1.5","1.125","1.375","22","9","2","2.5","3.37","2.99"
"2626","USA","MLS",2019,2019-04-27,"Atlanta United","Colorado Rapids",1,0,"H","0.833333333333333","1.5","2.875","1.33333333333333","21","24","1","1.25","6.83","10.27"
"2627","USA","MLS",2019,2019-04-28,"New York Red Bulls","FC Cincinnati",1,0,"H","1.14285714285714","1","1.625","1.28571428571429","23","18","1","1.76","3.71","5.08"
"2628","USA","MLS",2019,2019-04-28,"Houston Dynamo","Columbus Crew",2,0,"H","2.16666666666667","0.888888888888889","1","1.33333333333333","9","10","2","1.77","4.02","4.5"
"2629","USA","MLS",2019,2019-04-28,"Sporting Kansas City","New England Revolution",4,4,"D","2.14285714285714","0.666666666666667","1.66666666666667","1.57142857142857","15","21","8","1.39","5.23","7.73"
"2630","USA","MLS",2019,2019-04-28,"Montreal Impact","Chicago Fire",1,0,"H","1.22222222222222","1.5","1.5","1.55555555555556","7","16","1","2.04","3.51","3.88"
"2631","USA","MLS",2019,2019-04-28,"Minnesota United","DC United",1,0,"H","2.125","1.44444444444444","1","1.875","13","5","1","1.83","4.09","4.11"
"2632","USA","MLS",2019,2019-04-28,"Seattle Sounders","Los Angeles FC",1,1,"D","2.125","2.77777777777778","0.777777777777778","1.375","3","1","2","2.8","3.53","2.56"
"2633","USA","MLS",2019,2019-04-29,"Los Angeles Galaxy","Real Salt Lake",2,1,"H","1.625","1.25","1.75","0.875","2","15","3","1.54","4.45","6.06"
"2634","USA","MLS",2019,2019-05-02,"Philadelphia Union","FC Cincinnati",2,0,"H","1.44444444444444","0.888888888888889","1.55555555555556","1.11111111111111","9","19","2","1.7","3.83","5.36"
"2635","USA","MLS",2019,2019-05-04,"Colorado Rapids","Vancouver Whitecaps",2,3,"A","1.33333333333333","0.777777777777778","1.33333333333333","2.66666666666667","24","23","5","2.06","3.69","3.62"
"2636","USA","MLS",2019,2019-05-04,"New York Red Bulls","Los Angeles Galaxy",3,2,"H","1.125","1.66666666666667","0.888888888888889","1.125","17","2","5","1.96","3.98","3.68"
"2637","USA","MLS",2019,2019-05-04,"Houston Dynamo","FC Dallas",2,1,"H","2.14285714285714","1.55555555555556","1","1.14285714285714","8","4","3","1.85","3.94","4.13"
"2638","USA","MLS",2019,2019-05-04,"Orlando City","Toronto FC",0,2,"A","1.44444444444444","2.71428571428571","1.85714285714286","1.55555555555556","13","10","2","2.08","3.9","3.4"
"2639","USA","MLS",2019,2019-05-04,"Montreal Impact","New York City",0,2,"A","1.2","1.22222222222222","1.33333333333333","1.4","7","12","2","2.31","3.41","3.28"
"2640","USA","MLS",2019,2019-05-05,"Philadelphia Union","New England Revolution",6,1,"H","1.5","1","1.9","1","5","22","7","1.56","4.43","5.91"
"2641","USA","MLS",2019,2019-05-05,"DC United","Columbus Crew",3,1,"H","1.3","0.8","1.1","1","7","12","4","2.49","3.31","3.06"
"2642","USA","MLS",2019,2019-05-05,"Minnesota United","Seattle Sounders",1,1,"D","2","2","1.33333333333333","1.66666666666667","11","4","2","2.21","3.69","3.25"
"2643","USA","MLS",2019,2019-05-05,"Real Salt Lake","Portland Timbers",1,2,"A","1.22222222222222","1.375","2.375","1.77777777777778","16","23","3","2.36","3.7","2.97"
"2644","USA","MLS",2019,2019-05-05,"San Jose Earthquakes","FC Cincinnati",1,0,"H","1.33333333333333","0.8","1.6","2.11111111111111","20","21","1","1.57","4.46","5.65"
"2645","USA","MLS",2019,2019-05-05,"Los Angeles FC","Chicago Fire",0,0,"D","2.6","1.33333333333333","1.44444444444444","0.8","1","17","0","1.39","5.27","7.57"
"2646","USA","MLS",2019,2019-05-06,"Sporting Kansas City","Atlanta United",0,3,"A","2.375","0.857142857142857","1.14285714285714","1.875","16","21","3","2.47","3.67","2.83"
"2647","USA","MLS",2019,2019-05-09,"Atlanta United","Toronto FC",2,0,"H","1.125","2.625","1.625","1","15","9","2","1.45","4.96","6.66"
"2648","USA","MLS",2019,2019-05-09,"Columbus Crew","Los Angeles Galaxy",3,1,"H","0.818181818181818","1.7","1.1","1.27272727272727","12","2","4","2.02","3.87","3.57"
"2649","USA","MLS",2019,2019-05-09,"Chicago Fire","New England Revolution",5,0,"H","1.2","1","2.27272727272727","1.3","18","23","5","1.63","4.33","5.16"
"2650","USA","MLS",2019,2019-05-09,"New York Red Bulls","Montreal Impact",1,2,"A","1.33333333333333","1.09090909090909","1.45454545454545","1.22222222222222","14","8","3","1.89","3.58","4.41"
"2651","USA","MLS",2019,2019-05-11,"Vancouver Whitecaps","Portland Timbers",1,0,"H","1","1.44444444444444","2.22222222222222","1.4","21","20","1","2.57","3.65","2.72"
"2652","USA","MLS",2019,2019-05-11,"FC Cincinnati","Montreal Impact",2,1,"H","0.727272727272727","1.16666666666667","1.41666666666667","1.54545454545455","22","5","3","2.3","3.43","3.27"
