"","Country","League","Season","Datetime","Home","Away","HG","AG","Res","HAGG","AAGG","AACG","HACG","HTP","ATP","TG","PH","PD","PA"
"960","USA","MLS",2014,2014-10-03,"Philadelphia Union","Chicago Fire",1,1,"D","1.5","1.27586206896552","1.55172413793103","1.46666666666667","13","16","2","1.66","4.1","5.58"
"961","USA","MLS",2014,2014-10-04,"DC United","Sporting Kansas City",0,0,"D","1.53333333333333","1.5","1.23333333333333","1.13333333333333","3","6","0","2.83","3.34","2.69"
"962","USA","MLS",2014,2014-10-04,"New York Red Bulls","Houston Dynamo",1,0,"H","1.6","1.20689655172414","1.72413793103448","1.53333333333333","9","14","1","1.77","4.17","4.54"
"963","USA","MLS",2014,2014-10-05,"Vancouver Whitecaps","FC Dallas",2,0,"H","1.26666666666667","1.73333333333333","1.33333333333333","1.33333333333333","10","5","2","1.92","3.66","4.35"
"964","USA","MLS",2014,2014-10-05,"New England Revolution","Columbus Crew",2,1,"H","1.46666666666667","1.43333333333333","1.2","1.4","7","9","3","2.04","3.56","3.95"
"965","USA","MLS",2014,2014-10-05,"Los Angeles Galaxy","Toronto FC",3,0,"H","2.1","1.44827586206897","1.55172413793103","1.03333333333333","1","11","3","1.41","4.97","8.52"
"966","USA","MLS",2014,2014-10-05,"San Jose Earthquakes","Portland Timbers",1,2,"A","1.17241379310345","1.8","1.7","1.44827586206897","17","12","3","2.36","3.5","3.16"
"967","USA","MLS",2014,2014-10-05,"Colorado Rapids","Seattle Sounders",1,4,"A","1.36666666666667","1.9","1.53333333333333","1.8","16","2","5","3.05","3.78","2.32"
"968","USA","MLS",2014,2014-10-05,"Chicago Fire","Montreal Impact",0,0,"D","1.26666666666667","1.13333333333333","1.8","1.53333333333333","15","18","0","1.78","3.72","5.09"
"969","USA","MLS",2014,2014-10-06,"Chivas USA","Real Salt Lake",1,0,"H","0.833333333333333","1.66666666666667","1.26666666666667","1.93333333333333","19","4","1","5.91","4.13","1.62"
"970","USA","MLS",2014,2014-10-09,"Toronto FC","Houston Dynamo",0,1,"A","1.4","1.16666666666667","1.7","1.6","12","14","1","1.68","4.27","5.16"
"971","USA","MLS",2014,2014-10-09,"Portland Timbers","San Jose Earthquakes",3,0,"H","1.80645161290323","1.16666666666667","1.46666666666667","1.67741935483871","11","17","3","1.46","5.06","7"
"972","USA","MLS",2014,2014-10-11,"Sporting Kansas City","Chicago Fire",2,0,"H","1.45161290322581","1.2258064516129","1.48387096774194","1.19354838709677","7","15","2","1.59","4.31","6.1"
"973","USA","MLS",2014,2014-10-11,"Seattle Sounders","Vancouver Whitecaps",0,1,"A","1.96774193548387","1.29032258064516","1.29032258064516","1.51612903225806","2","11","1","1.66","4.24","5.4"
"974","USA","MLS",2014,2014-10-11,"Montreal Impact","New England Revolution",2,2,"D","1.09677419354839","1.48387096774194","1.38709677419355","1.74193548387097","19","6","4","3.14","3.69","2.3"
"975","USA","MLS",2014,2014-10-12,"New York Red Bulls","Toronto FC",3,1,"H","1.58064516129032","1.35483870967742","1.58064516129032","1.48387096774194","10","12","4","2.14","3.76","3.39"
"976","USA","MLS",2014,2014-10-12,"Philadelphia Union","Columbus Crew",2,3,"A","1.48387096774194","1.41935483870968","1.2258064516129","1.45161290322581","13","11","5","2.03","3.6","3.92"
"977","USA","MLS",2014,2014-10-12,"Real Salt Lake","San Jose Earthquakes",2,0,"H","1.61290322580645","1.12903225806452","1.51612903225806","1.25806451612903","4","17","2","1.48","4.51","7.94"
"978","USA","MLS",2014,2014-10-12,"Chivas USA","Colorado Rapids",2,1,"H","0.838709677419355","1.35483870967742","1.87096774193548","1.87096774193548","18","16","3","2.83","3.31","2.7"
"979","USA","MLS",2014,2014-10-12,"Houston Dynamo","DC United",1,3,"A","1.16129032258065","1.48387096774194","1.09677419354839","1.64516129032258","14","3","4","2.15","3.61","3.54"
"980","USA","MLS",2014,2014-10-13,"FC Dallas","Los Angeles Galaxy",2,1,"H","1.67741935483871","2.12903225806452","1","1.35483870967742","7","1","3","2.75","3.52","2.64"
"981","USA","MLS",2014,2014-10-17,"Houston Dynamo","New England Revolution",1,2,"A","1.15625","1.5","1.40625","1.6875","14","7","3","2.44","3.67","2.94"
"982","USA","MLS",2014,2014-10-18,"Portland Timbers","Real Salt Lake",0,0,"D","1.84375","1.625","1.21875","1.625","11","4","0","2.05","3.88","3.58"
"983","USA","MLS",2014,2014-10-18,"Toronto FC","Montreal Impact",1,1,"D","1.34375","1.125","1.75","1.625","12","19","2","1.72","3.8","5.5"
"984","USA","MLS",2014,2014-10-18,"Colorado Rapids","FC Dallas",0,1,"A","1.34375","1.6875","1.34375","1.875","16","6","1","2.99","3.54","2.45"
"985","USA","MLS",2014,2014-10-19,"DC United","Chicago Fire",2,1,"H","1.53125","1.1875","1.5","1.09375","3","15","3","1.7","3.9","5.57"
"986","USA","MLS",2014,2014-10-19,"Philadelphia Union","Sporting Kansas City",2,1,"H","1.5","1.46875","1.15625","1.5","13","7","3","2.74","3.24","2.83"
"987","USA","MLS",2014,2014-10-19,"San Jose Earthquakes","Vancouver Whitecaps",0,0,"D","1.09375","1.28125","1.25","1.53125","18","11","0","3.95","3.56","2.04"
"988","USA","MLS",2014,2014-10-19,"New York Red Bulls","Columbus Crew",1,3,"A","1.625","1.46875","1.25","1.46875","8","9","4","1.96","3.9","3.85"
"989","USA","MLS",2014,2014-10-20,"Los Angeles Galaxy","Seattle Sounders",2,2,"D","2.09375","1.90625","1.5","1.03125","1","2","4","1.68","4.1","5.32"
"990","USA","MLS",2014,2014-10-23,"Real Salt Lake","Chivas USA",2,0,"H","1.57575757575758","0.875","1.84375","1.18181818181818","5","18","2","1.33","5.65","10.62"
"991","USA","MLS",2014,2014-10-25,"Chicago Fire","Houston Dynamo",2,1,"H","1.18181818181818","1.15151515151515","1.6969696969697","1.51515151515152","15","14","3","2.01","3.62","4"
"992","USA","MLS",2014,2014-10-25,"Seattle Sounders","Los Angeles Galaxy",2,0,"H","1.90909090909091","2.09090909090909","1.06060606060606","1.51515151515152","2","1","2","2.18","3.66","3.4"
"993","USA","MLS",2014,2014-10-25,"Montreal Impact","DC United",1,1,"D","1.12121212121212","1.54545454545455","1.09090909090909","1.72727272727273","19","3","2","2.62","3.61","2.73"
"994","USA","MLS",2014,2014-10-26,"FC Dallas","Portland Timbers",0,2,"A","1.66666666666667","1.78787878787879","1.57575757575758","1.3030303030303","5","11","2","1.89","3.81","4.16"
"995","USA","MLS",2014,2014-10-26,"New England Revolution","Toronto FC",1,0,"H","1.51515151515152","1.33333333333333","1.60606060606061","1.39393939393939","6","13","1","1.77","3.77","5.12"
"996","USA","MLS",2014,2014-10-26,"Vancouver Whitecaps","Colorado Rapids",1,0,"H","1.24242424242424","1.3030303030303","1.84848484848485","1.21212121212121","10","16","1","1.44","4.88","7.93"
"997","USA","MLS",2014,2014-10-26,"Columbus Crew","Philadelphia Union",2,1,"H","1.51515151515152","1.51515151515152","1.48484848484848","1.24242424242424","7","12","3","1.54","4.52","6.5"
"998","USA","MLS",2014,2014-10-26,"Chivas USA","San Jose Earthquakes",1,0,"H","0.848484848484849","1.06060606060606","1.48484848484848","1.84848484848485","18","17","1","2.94","3.39","2.56"
"999","USA","MLS",2014,2014-10-27,"Sporting Kansas City","New York Red Bulls",0,2,"A","1.45454545454545","1.60606060606061","1.51515151515152","1.18181818181818","9","11","2","1.92","3.59","4.44"
"1000","USA","MLS",2014,2014-10-30,"FC Dallas","Vancouver Whitecaps",2,1,"H","1.61764705882353","1.23529411764706","1.17647058823529","1.32352941176471","6","9","3","1.93","3.5","4.49"
"1001","USA","MLS",2014,2014-10-31,"New York Red Bulls","Sporting Kansas City",2,1,"H","1.61764705882353","1.41176470588235","1.20588235294118","1.47058823529412","8","11","3","1.98","3.68","4.02"
"1002","USA","MLS",2014,2014-11-01,"Columbus Crew","New England Revolution",2,4,"A","1.52941176470588","1.5","1.35294117647059","1.23529411764706","8","6","6","2.02","3.48","4.08"
"1003","USA","MLS",2014,2014-11-02,"Real Salt Lake","Los Angeles Galaxy",0,0,"D","1.58823529411765","2.02941176470588","1.08823529411765","1.14705882352941","6","2","0","3","3.51","2.46"
"1004","USA","MLS",2014,2014-11-02,"New York Red Bulls","DC United",2,0,"H","1.62857142857143","1.52941176470588","1.08823529411765","1.45714285714286","7","3","2","1.89","3.62","4.53"
"1005","USA","MLS",2014,2014-11-03,"FC Dallas","Seattle Sounders",1,1,"D","1.62857142857143","1.91176470588235","1.47058823529412","1.31428571428571","6","1","2","2.35","3.59","3.12"
"1006","USA","MLS",2014,2014-11-08,"DC United","New York Red Bulls",2,1,"H","1.48571428571429","1.63888888888889","1.41666666666667","1.11428571428571","3","7","3","2.44","3.57","2.98"
"1007","USA","MLS",2014,2014-11-09,"New England Revolution","Columbus Crew",3,1,"H","1.57142857142857","1.54285714285714","1.31428571428571","1.37142857142857","5","8","4","2.33","3.61","3.13"
"1008","USA","MLS",2014,2014-11-10,"Los Angeles Galaxy","Real Salt Lake",5,0,"H","1.97142857142857","1.54285714285714","1.11428571428571","1.05714285714286","2","6","5","1.63","4.2","5.79"
"1009","USA","MLS",2014,2014-11-11,"Seattle Sounders","FC Dallas",0,0,"D","1.88571428571429","1.61111111111111","1.30555555555556","1.45714285714286","2","5","0","1.61","4.29","5.79"
"1010","USA","MLS",2014,2014-11-23,"New York Red Bulls","New England Revolution",1,2,"A","1.62162162162162","1.61111111111111","1.36111111111111","1.43243243243243","7","4","3","1.98","3.71","3.99"
"1011","USA","MLS",2014,2014-11-23,"Los Angeles Galaxy","Seattle Sounders",1,0,"H","2.05555555555556","1.83333333333333","1.41666666666667","1.02777777777778","2","1","1","1.73","3.99","5.12"
"1012","USA","MLS",2014,2014-11-29,"New England Revolution","New York Red Bulls",2,2,"D","1.62162162162162","1.60526315789474","1.44736842105263","1.35135135135135","3","7","4","2.09","3.56","3.74"
"1013","USA","MLS",2014,2014-12-01,"Seattle Sounders","Los Angeles Galaxy",2,1,"H","1.78378378378378","2.02702702702703","1","1.40540540540541","2","1","3","2.42","3.6","3"
"1014","USA","MLS",2014,2014-12-07,"Los Angeles Galaxy","New England Revolution",1,1,"D","2","1.63157894736842","1.36842105263158","1.02631578947368","2","3","2","1.5","4.7","6.81"
"1015","USA","MLS",2015,2015-03-07,"Los Angeles Galaxy","Chicago Fire",2,0,"H","0","0","1.44","4.63","8.54","USA","USA","USA","USA","USA"
"1016","USA","MLS",2015,2015-03-07,"DC United","Montreal Impact",1,0,"H","0","0","2.05","3.47","4.01","USA","USA","USA","USA","USA"
"1017","USA","MLS",2015,2015-03-07,"Philadelphia Union","Colorado Rapids",0,0,"D","0","0","1.83","3.64","4.85","USA","USA","USA","USA","USA"
"1018","USA","MLS",2015,2015-03-07,"Vancouver Whitecaps","Toronto FC",1,3,"A","0","0","2.13","3.5","3.69","USA","USA","USA","USA","USA"
"1019","USA","MLS",2015,2015-03-08,"FC Dallas","San Jose Earthquakes",1,0,"H","0","0","0","0","0","0","1","1.84","3.68","4.76"
"1020","USA","MLS",2015,2015-03-08,"Houston Dynamo","Columbus Crew",1,0,"H","0","0","0","0","0","0","1","2.39","3.46","3.15"
"1021","USA","MLS",2015,2015-03-08,"Portland Timbers","Real Salt Lake",0,0,"D","0","0","0","0","0","0","0","2.08","3.43","3.87"
"1022","USA","MLS",2015,2015-03-08,"Orlando City","New York City",1,1,"D","0","0","0","0","0","0","2","2.1","3.45","3.83"
"1023","USA","MLS",2015,2015-03-08,"Sporting Kansas City","New York Red Bulls",1,1,"D","0","0","0","0","0","0","2","2.11","3.53","3.73"
"1024","USA","MLS",2015,2015-03-09,"Seattle Sounders","New England Revolution",3,0,"H","0","0","0","0","0","0","3","1.73","3.95","5.16"
"1025","USA","MLS",2015,2015-03-13,"Houston Dynamo","Orlando City",0,1,"A","0","0","0","0","0","0","1","2.22","3.49","3.46"
"1026","USA","MLS",2015,2015-03-14,"Chicago Fire","Vancouver Whitecaps",0,1,"A","0","0","0","0","0","0","1","2.48","3.33","3.1"
"1027","USA","MLS",2015,2015-03-14,"Columbus Crew","Toronto FC",2,0,"H","0","0","0","0","0","0","2","2.22","3.58","3.4"
"1028","USA","MLS",2015,2015-03-15,"FC Dallas","Sporting Kansas City",3,1,"H","1","1","1","0","5","14","4","2.15","3.48","3.66"
"1029","USA","MLS",2015,2015-03-15,"Real Salt Lake","Philadelphia Union",3,3,"D","0","0","0","0","13","16","6","1.98","3.56","4.18"
"1030","USA","MLS",2015,2015-03-15,"Seattle Sounders","San Jose Earthquakes",2,3,"A","3","0","1","0","2","18","5","1.49","4.54","7.57"
"1031","USA","MLS",2015,2015-03-15,"New York City","New England Revolution",2,0,"H","1","0","3","1","12","19","2","2.23","3.5","3.43"
"1032","USA","MLS",2015,2015-03-15,"Portland Timbers","Los Angeles Galaxy",2,2,"D","0","2","0","0","15","3","4","3.42","3.58","2.2"
"1033","USA","MLS",2015,2015-03-21,"New England Revolution","Montreal Impact",0,0,"D","0","0","1","2.5","20","18","0","1.84","3.72","4.71"
"1034","USA","MLS",2015,2015-03-21,"Colorado Rapids","New York City",0,0,"D","0","1.5","0.5","0","16","2","0","2.44","3.44","3.09"
"1035","USA","MLS",2015,2015-03-21,"Philadelphia Union","FC Dallas",0,2,"A","1.5","2","0.5","1.5","14","1","2","2.18","3.54","3.53"
"1036","USA","MLS",2015,2015-03-21,"Orlando City","Vancouver Whitecaps",0,1,"A","1","1","1.5","0.5","4","11","1","2.25","3.37","3.5"
"1037","USA","MLS",2015,2015-03-22,"Sporting Kansas City","Portland Timbers",0,0,"D","1","1","1","2","18","14","0","2.15","3.44","3.71"
"1038","USA","MLS",2015,2015-03-22,"Los Angeles Galaxy","Houston Dynamo",1,1,"D","2","0.5","0.5","1","4","11","2","1.34","5.47","10.51"
"1039","USA","MLS",2015,2015-03-22,"New York Red Bulls","DC United",2,0,"H","1","1","0","1","16","8","2","1.81","3.77","4.84"
"1040","USA","MLS",2015,2015-03-22,"San Jose Earthquakes","Chicago Fire",2,1,"H","1.5","0","1.5","1.5","10","20","3","2.05","3.55","3.9"
"1041","USA","MLS",2015,2015-03-28,"New England Revolution","San Jose Earthquakes",2,1,"H","0","1.66666666666667","1.33333333333333","1.66666666666667","19","2","3","1.76","3.78","5.16"
"1042","USA","MLS",2015,2015-03-28,"Montreal Impact","Orlando City",2,2,"D","0","0.666666666666667","0.666666666666667","0.5","18","7","4","1.96","3.45","4.43"
"1043","USA","MLS",2015,2015-03-28,"DC United","Los Angeles Galaxy",1,0,"H","0.5","1.66666666666667","1","1","13","5","1","2.81","3.36","2.7"
"1044","USA","MLS",2015,2015-03-28,"New York City","Sporting Kansas City",0,1,"A","1","0.666666666666667","1.33333333333333","0.333333333333333","4","16","1","2.7","3.3","2.85"
"1045","USA","MLS",2015,2015-03-28,"Columbus Crew","New York Red Bulls",1,2,"A","1","1.5","0.5","0.5","10","6","3","2","3.53","4.16"
"1046","USA","MLS",2015,2015-03-29,"Vancouver Whitecaps","Portland Timbers",2,1,"H","1","0.666666666666667","0.666666666666667","1","4","15","3","2.32","3.4","3.33"
"1047","USA","MLS",2015,2015-03-29,"FC Dallas","Seattle Sounders",0,0,"D","2","2.5","1.5","0.333333333333333","1","12","0","2.06","3.54","3.88"
"1048","USA","MLS",2015,2015-03-29,"Houston Dynamo","Colorado Rapids",0,0,"D","0.666666666666667","0","0","0.666666666666667","10","16","0","2.13","3.41","3.8"
"1049","USA","MLS",2015,2015-03-29,"Chicago Fire","Philadelphia Union",1,0,"H","0.333333333333333","1","1.66666666666667","1.66666666666667","20","19","1","2.64","3.41","2.83"
"1050","USA","MLS",2015,2015-03-30,"Real Salt Lake","Toronto FC",2,1,"H","1.5","1.5","1.5","1.5","18","13","3","1.94","3.65","4.21"
"1051","USA","MLS",2015,2015-04-04,"Orlando City","DC United",0,1,"A","1","0.666666666666667","0.666666666666667","1","9","5","1","2.12","3.5","3.74"
"1052","USA","MLS",2015,2015-04-04,"Chicago Fire","Toronto FC",3,2,"H","0.5","1.33333333333333","1.66666666666667","1.25","18","16","5","2.78","3.37","2.67"
"1053","USA","MLS",2015,2015-04-05,"Colorado Rapids","New England Revolution",0,2,"A","0","0.5","1.5","0","15","14","2","2.43","3.36","3.1"
"1054","USA","MLS",2015,2015-04-05,"Seattle Sounders","Houston Dynamo",1,0,"H","1.66666666666667","0.5","0.5","1","13","10","1","1.5","4.23","8.19"
"1055","USA","MLS",2015,2015-04-05,"Vancouver Whitecaps","Los Angeles Galaxy",2,0,"H","1.25","1.25","1","1","2","9","2","3.04","3.39","2.49"
"1056","USA","MLS",2015,2015-04-05,"Portland Timbers","FC Dallas",3,1,"H","0.75","1.5","0.25","1","17","1","4","1.92","3.79","4.17"
"1057","USA","MLS",2015,2015-04-05,"San Jose Earthquakes","Real Salt Lake",0,1,"A","1.5","1.66666666666667","1.33333333333333","1.5","5","8","1","2.43","3.46","3.07"
"1058","USA","MLS",2015,2015-04-06,"Sporting Kansas City","Philadelphia Union",3,2,"H","0.75","0.75","1.5","1","12","20","5","1.85","3.73","4.62"
"1059","USA","MLS",2015,2015-04-09,"Vancouver Whitecaps","Columbus Crew",2,2,"D","1.4","1","1","0.8","1","16","4","1.93","3.63","4.36"
"1060","USA","MLS",2015,2015-04-11,"FC Dallas","Colorado Rapids",0,4,"A","1.4","0","0.5","0.8","2","18","4","1.97","3.59","4.17"
"1061","USA","MLS",2015,2015-04-11,"New England Revolution","Columbus Crew",0,0,"D","0.8","1.25","1.25","1.2","8","16","0","1.98","3.67","4.06"
"1062","USA","MLS",2015,2015-04-11,"Philadelphia Union","New York City",2,1,"H","1","0.75","0.5","1.8","20","12","3","2.17","3.52","3.57"
"1063","USA","MLS",2015,2015-04-12,"DC United","New York Red Bulls",2,2,"D","0.75","1.66666666666667","0.666666666666667","0.5","3","7","4","2.62","3.55","2.76"
"1064","USA","MLS",2015,2015-04-12,"Houston Dynamo","Montreal Impact",3,0,"H","0.4","0.666666666666667","1","0.6","16","20","3","2.04","3.5","3.97"
"1065","USA","MLS",2015,2015-04-12,"Sporting Kansas City","Real Salt Lake",0,0,"D","1.2","1.5","1","1.2","5","4","0","1.95","3.59","4.29"
"1066","USA","MLS",2015,2015-04-12,"San Jose Earthquakes","Vancouver Whitecaps",1,0,"H","1.2","1.5","1","1.4","11","1","1","3.05","3.34","2.52"
"1067","USA","MLS",2015,2015-04-12,"Portland Timbers","Orlando City",0,2,"A","1.2","0.8","1","1","10","15","2","1.82","3.73","4.83"
"1068","USA","MLS",2015,2015-04-13,"Los Angeles Galaxy","Seattle Sounders",1,0,"H","1","1.5","0.75","1.2","17","11","1","1.7","3.82","5.7"
"1069","USA","MLS",2015,2015-04-17,"New York City","Philadelphia Union",1,1,"D","0.8","1.16666666666667","1.66666666666667","0.8","16","18","2","2.14","3.56","3.62"
"1070","USA","MLS",2015,2015-04-18,"New York Red Bulls","San Jose Earthquakes",2,0,"H","1.75","1.16666666666667","1.16666666666667","1","7","5","2","1.71","3.87","5.43"
"1071","USA","MLS",2015,2015-04-19,"DC United","Houston Dynamo",1,1,"D","1","0.833333333333333","0.5","0.8","3","8","2","2.32","3.42","3.32"
"1072","USA","MLS",2015,2015-04-19,"Columbus Crew","Orlando City",3,0,"H","1","1","0.833333333333333","1","18","9","3","1.96","3.6","4.22"
"1073","USA","MLS",2015,2015-04-19,"FC Dallas","Toronto FC",3,2,"H","1.16666666666667","1.5","2","1.33333333333333","4","19","5","1.95","3.6","4.25"
"1074","USA","MLS",2015,2015-04-19,"Colorado Rapids","Seattle Sounders",1,3,"A","0.8","1.2","0.8","0.4","13","12","4","2.71","3.43","2.74"
"1075","USA","MLS",2015,2015-04-19,"Real Salt Lake","Vancouver Whitecaps",0,1,"A","1.2","1.28571428571429","1","0.8","5","1","1","2.25","3.41","3.46"
"1076","USA","MLS",2015,2015-04-19,"Los Angeles Galaxy","Sporting Kansas City",2,1,"H","1","1","1","1","10","6","3","1.98","3.57","4.17"
"1077","USA","MLS",2015,2015-04-19,"Philadelphia Union","New England Revolution",1,2,"A","1.14285714285714","0.666666666666667","1","1.57142857142857","17","11","3","2.28","3.4","3.44"
